filename,syllable,tone
jyutping-wong/ak5.wav,ak,5
jyutping-wong/ak6.wav,ak,6
jyutping-wong/ak7.wav,ak,7
jyutping-wong/am1.wav,am,1
jyutping-wong/am2.wav,am,2
jyutping-wong/am3.wav,am,3
jyutping-wong/am4.wav,am,4
jyutping-wong/am5.wav,am,5
jyutping-wong/am6.wav,am,6
jyutping-wong/am7.wav,am,7
jyutping-wong/an1.wav,an,1
jyutping-wong/an2.wav,an,2
jyutping-wong/an3.wav,an,3
jyutping-wong/an4.wav,an,4
jyutping-wong/an5.wav,an,5
jyutping-wong/an6.wav,an,6
jyutping-wong/an7.wav,an,7
jyutping-wong/ang1.wav,ang,1
jyutping-wong/ang2.wav,ang,2
jyutping-wong/ang3.wav,ang,3
jyutping-wong/ang4.wav,ang,4
jyutping-wong/ang5.wav,ang,5
jyutping-wong/ang6.wav,ang,6
jyutping-wong/ang7.wav,ang,7
jyutping-wong/ap1.wav,ap,1
jyutping-wong/ap2.wav,ap,2
jyutping-wong/ap3.wav,ap,3
jyutping-wong/ap4.wav,ap,4
jyutping-wong/ap5.wav,ap,5
jyutping-wong/ap6.wav,ap,6
jyutping-wong/ap7.wav,ap,7
jyutping-wong/at1.wav,at,1
jyutping-wong/at2.wav,at,2
jyutping-wong/at3.wav,at,3
jyutping-wong/at4.wav,at,4
jyutping-wong/at5.wav,at,5
jyutping-wong/at6.wav,at,6
jyutping-wong/at7.wav,at,7
jyutping-wong/au1.wav,au,1
jyutping-wong/au2.wav,au,2
jyutping-wong/au3.wav,au,3
jyutping-wong/au4.wav,au,4
jyutping-wong/au5.wav,au,5
jyutping-wong/au6.wav,au,6
jyutping-wong/au7.wav,au,7
jyutping-wong/baa1.wav,baa,1
jyutping-wong/baa2.wav,baa,2
jyutping-wong/baa3.wav,baa,3
jyutping-wong/baa4.wav,baa,4
jyutping-wong/baa5.wav,baa,5
jyutping-wong/baa6.wav,baa,6
jyutping-wong/baa7.wav,baa,7
jyutping-wong/baai1.wav,baai,1
jyutping-wong/baai2.wav,baai,2
jyutping-wong/baai3.wav,baai,3
jyutping-wong/baai4.wav,baai,4
jyutping-wong/baai5.wav,baai,5
jyutping-wong/baai6.wav,baai,6
jyutping-wong/baai7.wav,baai,7
jyutping-wong/baak1.wav,baak,1
jyutping-wong/baak2.wav,baak,2
jyutping-wong/baak3.wav,baak,3
jyutping-wong/baak4.wav,baak,4
jyutping-wong/baak5.wav,baak,5
jyutping-wong/baak6.wav,baak,6
jyutping-wong/baak7.wav,baak,7
jyutping-wong/baan1.wav,baan,1
jyutping-wong/baan2.wav,baan,2
jyutping-wong/baan3.wav,baan,3
jyutping-wong/baan4.wav,baan,4
jyutping-wong/baan5.wav,baan,5
jyutping-wong/baan6.wav,baan,6
jyutping-wong/baan7.wav,baan,7
jyutping-wong/baang1.wav,baang,1
jyutping-wong/baang2.wav,baang,2
jyutping-wong/baang3.wav,baang,3
jyutping-wong/baang4.wav,baang,4
jyutping-wong/baang5.wav,baang,5
jyutping-wong/baang6.wav,baang,6
jyutping-wong/baang7.wav,baang,7
jyutping-wong/baat1.wav,baat,1
jyutping-wong/baat2.wav,baat,2
jyutping-wong/baat3.wav,baat,3
jyutping-wong/baat4.wav,baat,4
jyutping-wong/baat5.wav,baat,5
jyutping-wong/baat6.wav,baat,6
jyutping-wong/baat7.wav,baat,7
jyutping-wong/baau1.wav,baau,1
jyutping-wong/baau2.wav,baau,2
jyutping-wong/baau3.wav,baau,3
jyutping-wong/baau4.wav,baau,4
jyutping-wong/baau5.wav,baau,5
jyutping-wong/baau6.wav,baau,6
jyutping-wong/baau7.wav,baau,7
jyutping-wong/bai1.wav,bai,1
jyutping-wong/bai2.wav,bai,2
jyutping-wong/bai3.wav,bai,3
jyutping-wong/bai4.wav,bai,4
jyutping-wong/bai5.wav,bai,5
jyutping-wong/bai6.wav,bai,6
jyutping-wong/bai7.wav,bai,7
jyutping-wong/bak1.wav,bak,1
jyutping-wong/bak2.wav,bak,2
jyutping-wong/bak3.wav,bak,3
jyutping-wong/bak4.wav,bak,4
jyutping-wong/bak5.wav,bak,5
jyutping-wong/bak6.wav,bak,6
jyutping-wong/bak7.wav,bak,7
jyutping-wong/bam1.wav,bam,1
jyutping-wong/bam2.wav,bam,2
jyutping-wong/bam3.wav,bam,3
jyutping-wong/bam4.wav,bam,4
jyutping-wong/bam5.wav,bam,5
jyutping-wong/bam6.wav,bam,6
jyutping-wong/bam7.wav,bam,7
jyutping-wong/ban1.wav,ban,1
jyutping-wong/ban2.wav,ban,2
jyutping-wong/ban3.wav,ban,3
jyutping-wong/ban4.wav,ban,4
jyutping-wong/ban5.wav,ban,5
jyutping-wong/ban6.wav,ban,6
jyutping-wong/ban7.wav,ban,7
jyutping-wong/bang1.wav,bang,1
jyutping-wong/bang2.wav,bang,2
jyutping-wong/bang3.wav,bang,3
jyutping-wong/bang4.wav,bang,4
jyutping-wong/bang5.wav,bang,5
jyutping-wong/bang6.wav,bang,6
jyutping-wong/bang7.wav,bang,7
jyutping-wong/bat1.wav,bat,1
jyutping-wong/bat2.wav,bat,2
jyutping-wong/bat3.wav,bat,3
jyutping-wong/bat4.wav,bat,4
jyutping-wong/bat5.wav,bat,5
jyutping-wong/bat6.wav,bat,6
jyutping-wong/bat7.wav,bat,7
jyutping-wong/bau1.wav,bau,1
jyutping-wong/bau2.wav,bau,2
jyutping-wong/bau3.wav,bau,3
jyutping-wong/bau4.wav,bau,4
jyutping-wong/bau5.wav,bau,5
jyutping-wong/bau6.wav,bau,6
jyutping-wong/bau7.wav,bau,7
jyutping-wong/be1.wav,be,1
jyutping-wong/be2.wav,be,2
jyutping-wong/be3.wav,be,3
jyutping-wong/be4.wav,be,4
jyutping-wong/be5.wav,be,5
jyutping-wong/be6.wav,be,6
jyutping-wong/be7.wav,be,7
jyutping-wong/bei1.wav,bei,1
jyutping-wong/bei2.wav,bei,2
jyutping-wong/bei3.wav,bei,3
jyutping-wong/bei4.wav,bei,4
jyutping-wong/bei5.wav,bei,5
jyutping-wong/bei6.wav,bei,6
jyutping-wong/bei7.wav,bei,7
jyutping-wong/bek1.wav,bek,1
jyutping-wong/bek2.wav,bek,2
jyutping-wong/bek3.wav,bek,3
jyutping-wong/bek4.wav,bek,4
jyutping-wong/bek5.wav,bek,5
jyutping-wong/bek6.wav,bek,6
jyutping-wong/bek7.wav,bek,7
jyutping-wong/beng1.wav,beng,1
jyutping-wong/beng2.wav,beng,2
jyutping-wong/beng3.wav,beng,3
jyutping-wong/beng4.wav,beng,4
jyutping-wong/beng5.wav,beng,5
jyutping-wong/beng6.wav,beng,6
jyutping-wong/beng7.wav,beng,7
jyutping-wong/bik1.wav,bik,1
jyutping-wong/bik2.wav,bik,2
jyutping-wong/bik3.wav,bik,3
jyutping-wong/bik4.wav,bik,4
jyutping-wong/bik5.wav,bik,5
jyutping-wong/bik6.wav,bik,6
jyutping-wong/bik7.wav,bik,7
jyutping-wong/bin1.wav,bin,1
jyutping-wong/bin2.wav,bin,2
jyutping-wong/bin3.wav,bin,3
jyutping-wong/bin4.wav,bin,4
jyutping-wong/bin5.wav,bin,5
jyutping-wong/bin6.wav,bin,6
jyutping-wong/bin7.wav,bin,7
jyutping-wong/bing1.wav,bing,1
jyutping-wong/bing2.wav,bing,2
jyutping-wong/bing3.wav,bing,3
jyutping-wong/bing4.wav,bing,4
jyutping-wong/bing5.wav,bing,5
jyutping-wong/bing6.wav,bing,6
jyutping-wong/bing7.wav,bing,7
jyutping-wong/bit1.wav,bit,1
jyutping-wong/bit2.wav,bit,2
jyutping-wong/bit3.wav,bit,3
jyutping-wong/bit4.wav,bit,4
jyutping-wong/bit5.wav,bit,5
jyutping-wong/bit6.wav,bit,6
jyutping-wong/bit7.wav,bit,7
jyutping-wong/biu1.wav,biu,1
jyutping-wong/biu2.wav,biu,2
jyutping-wong/biu3.wav,biu,3
jyutping-wong/biu4.wav,biu,4
jyutping-wong/biu5.wav,biu,5
jyutping-wong/biu6.wav,biu,6
jyutping-wong/biu7.wav,biu,7
jyutping-wong/bo1.wav,bo,1
jyutping-wong/bo2.wav,bo,2
jyutping-wong/bo3.wav,bo,3
jyutping-wong/bo4.wav,bo,4
jyutping-wong/bo5.wav,bo,5
jyutping-wong/bo6.wav,bo,6
jyutping-wong/bo7.wav,bo,7
jyutping-wong/bok1.wav,bok,1
jyutping-wong/bok2.wav,bok,2
jyutping-wong/bok3.wav,bok,3
jyutping-wong/bok4.wav,bok,4
jyutping-wong/bok5.wav,bok,5
jyutping-wong/bok6.wav,bok,6
jyutping-wong/bok7.wav,bok,7
jyutping-wong/bong1.wav,bong,1
jyutping-wong/bong2.wav,bong,2
jyutping-wong/bong3.wav,bong,3
jyutping-wong/bong4.wav,bong,4
jyutping-wong/bong5.wav,bong,5
jyutping-wong/bong6.wav,bong,6
jyutping-wong/bong7.wav,bong,7
jyutping-wong/bou1.wav,bou,1
jyutping-wong/bou2.wav,bou,2
jyutping-wong/bou3.wav,bou,3
jyutping-wong/bou4.wav,bou,4
jyutping-wong/bou5.wav,bou,5
jyutping-wong/bou6.wav,bou,6
jyutping-wong/bou7.wav,bou,7
jyutping-wong/bu1.wav,bu,1
jyutping-wong/bu2.wav,bu,2
jyutping-wong/bu3.wav,bu,3
jyutping-wong/bu4.wav,bu,4
jyutping-wong/bu5.wav,bu,5
jyutping-wong/bu6.wav,bu,6
jyutping-wong/bu7.wav,bu,7
jyutping-wong/bui1.wav,bui,1
jyutping-wong/bui2.wav,bui,2
jyutping-wong/bui3.wav,bui,3
jyutping-wong/bui4.wav,bui,4
jyutping-wong/bui5.wav,bui,5
jyutping-wong/bui6.wav,bui,6
jyutping-wong/bui7.wav,bui,7
jyutping-wong/buk1.wav,buk,1
jyutping-wong/buk2.wav,buk,2
jyutping-wong/buk3.wav,buk,3
jyutping-wong/buk4.wav,buk,4
jyutping-wong/buk5.wav,buk,5
jyutping-wong/buk6.wav,buk,6
jyutping-wong/buk7.wav,buk,7
jyutping-wong/bun1.wav,bun,1
jyutping-wong/bun2.wav,bun,2
jyutping-wong/bun3.wav,bun,3
jyutping-wong/bun4.wav,bun,4
jyutping-wong/bun5.wav,bun,5
jyutping-wong/bun6.wav,bun,6
jyutping-wong/bun7.wav,bun,7
jyutping-wong/bung1.wav,bung,1
jyutping-wong/bung2.wav,bung,2
jyutping-wong/bung3.wav,bung,3
jyutping-wong/bung4.wav,bung,4
jyutping-wong/bung5.wav,bung,5
jyutping-wong/bung6.wav,bung,6
jyutping-wong/bung7.wav,bung,7
jyutping-wong/but1.wav,but,1
jyutping-wong/but2.wav,but,2
jyutping-wong/but3.wav,but,3
jyutping-wong/but4.wav,but,4
jyutping-wong/but5.wav,but,5
jyutping-wong/but6.wav,but,6
jyutping-wong/but7.wav,but,7
jyutping-wong/caa1.wav,caa,1
jyutping-wong/caa2.wav,caa,2
jyutping-wong/caa3.wav,caa,3
jyutping-wong/caa4.wav,caa,4
jyutping-wong/caa5.wav,caa,5
jyutping-wong/caa6.wav,caa,6
jyutping-wong/caa7.wav,caa,7
jyutping-wong/caai1.wav,caai,1
jyutping-wong/caai2.wav,caai,2
jyutping-wong/caai3.wav,caai,3
jyutping-wong/caai4.wav,caai,4
jyutping-wong/caai5.wav,caai,5
jyutping-wong/caai6.wav,caai,6
jyutping-wong/caai7.wav,caai,7
jyutping-wong/caak1.wav,caak,1
jyutping-wong/caak2.wav,caak,2
jyutping-wong/caak3.wav,caak,3
jyutping-wong/caak4.wav,caak,4
jyutping-wong/caak5.wav,caak,5
jyutping-wong/caak6.wav,caak,6
jyutping-wong/caak7.wav,caak,7
jyutping-wong/caam1.wav,caam,1
jyutping-wong/caam2.wav,caam,2
jyutping-wong/caam3.wav,caam,3
jyutping-wong/caam4.wav,caam,4
jyutping-wong/caam5.wav,caam,5
jyutping-wong/caam6.wav,caam,6
jyutping-wong/caam7.wav,caam,7
jyutping-wong/caan1.wav,caan,1
jyutping-wong/caan2.wav,caan,2
jyutping-wong/caan3.wav,caan,3
jyutping-wong/caan4.wav,caan,4
jyutping-wong/caan5.wav,caan,5
jyutping-wong/caan6.wav,caan,6
jyutping-wong/caan7.wav,caan,7
jyutping-wong/caang1.wav,caang,1
jyutping-wong/caang2.wav,caang,2
jyutping-wong/caang3.wav,caang,3
jyutping-wong/caang4.wav,caang,4
jyutping-wong/caang5.wav,caang,5
jyutping-wong/caang6.wav,caang,6
jyutping-wong/caang7.wav,caang,7
jyutping-wong/caap1.wav,caap,1
jyutping-wong/caap2.wav,caap,2
jyutping-wong/caap3.wav,caap,3
jyutping-wong/caap4.wav,caap,4
jyutping-wong/caap5.wav,caap,5
jyutping-wong/caap6.wav,caap,6
jyutping-wong/caap7.wav,caap,7
jyutping-wong/caat1.wav,caat,1
jyutping-wong/caat2.wav,caat,2
jyutping-wong/caat3.wav,caat,3
jyutping-wong/caat4.wav,caat,4
jyutping-wong/caat5.wav,caat,5
jyutping-wong/caat6.wav,caat,6
jyutping-wong/caat7.wav,caat,7
jyutping-wong/caau1.wav,caau,1
jyutping-wong/caau2.wav,caau,2
jyutping-wong/caau3.wav,caau,3
jyutping-wong/caau4.wav,caau,4
jyutping-wong/caau5.wav,caau,5
jyutping-wong/caau6.wav,caau,6
jyutping-wong/caau7.wav,caau,7
jyutping-wong/cai1.wav,cai,1
jyutping-wong/cai2.wav,cai,2
jyutping-wong/cai3.wav,cai,3
jyutping-wong/cai4.wav,cai,4
jyutping-wong/cai5.wav,cai,5
jyutping-wong/cai6.wav,cai,6
jyutping-wong/cai7.wav,cai,7
jyutping-wong/cak1.wav,cak,1
jyutping-wong/cak2.wav,cak,2
jyutping-wong/cak3.wav,cak,3
jyutping-wong/cak4.wav,cak,4
jyutping-wong/cak5.wav,cak,5
jyutping-wong/cak6.wav,cak,6
jyutping-wong/cak7.wav,cak,7
jyutping-wong/cam1.wav,cam,1
jyutping-wong/cam2.wav,cam,2
jyutping-wong/cam3.wav,cam,3
jyutping-wong/cam4.wav,cam,4
jyutping-wong/cam5.wav,cam,5
jyutping-wong/cam6.wav,cam,6
jyutping-wong/cam7.wav,cam,7
jyutping-wong/can1.wav,can,1
jyutping-wong/can2.wav,can,2
jyutping-wong/can3.wav,can,3
jyutping-wong/can4.wav,can,4
jyutping-wong/can5.wav,can,5
jyutping-wong/can6.wav,can,6
jyutping-wong/can7.wav,can,7
jyutping-wong/cang1.wav,cang,1
jyutping-wong/cang2.wav,cang,2
jyutping-wong/cang3.wav,cang,3
jyutping-wong/cang4.wav,cang,4
jyutping-wong/cang5.wav,cang,5
jyutping-wong/cang6.wav,cang,6
jyutping-wong/cang7.wav,cang,7
jyutping-wong/cap1.wav,cap,1
jyutping-wong/cap2.wav,cap,2
jyutping-wong/cap3.wav,cap,3
jyutping-wong/cap4.wav,cap,4
jyutping-wong/cap5.wav,cap,5
jyutping-wong/cap6.wav,cap,6
jyutping-wong/cap7.wav,cap,7
jyutping-wong/cat1.wav,cat,1
jyutping-wong/cat2.wav,cat,2
jyutping-wong/cat3.wav,cat,3
jyutping-wong/cat4.wav,cat,4
jyutping-wong/cat5.wav,cat,5
jyutping-wong/cat6.wav,cat,6
jyutping-wong/cat7.wav,cat,7
jyutping-wong/cau1.wav,cau,1
jyutping-wong/cau2.wav,cau,2
jyutping-wong/cau3.wav,cau,3
jyutping-wong/cau4.wav,cau,4
jyutping-wong/cau5.wav,cau,5
jyutping-wong/cau6.wav,cau,6
jyutping-wong/cau7.wav,cau,7
jyutping-wong/ce1.wav,ce,1
jyutping-wong/ce2.wav,ce,2
jyutping-wong/ce3.wav,ce,3
jyutping-wong/ce4.wav,ce,4
jyutping-wong/ce5.wav,ce,5
jyutping-wong/ce6.wav,ce,6
jyutping-wong/ce7.wav,ce,7
jyutping-wong/cek1.wav,cek,1
jyutping-wong/cek2.wav,cek,2
jyutping-wong/cek3.wav,cek,3
jyutping-wong/cek4.wav,cek,4
jyutping-wong/cek5.wav,cek,5
jyutping-wong/cek6.wav,cek,6
jyutping-wong/cek7.wav,cek,7
jyutping-wong/ceng1.wav,ceng,1
jyutping-wong/ceng2.wav,ceng,2
jyutping-wong/ceng3.wav,ceng,3
jyutping-wong/ceng4.wav,ceng,4
jyutping-wong/ceng5.wav,ceng,5
jyutping-wong/ceng6.wav,ceng,6
jyutping-wong/ceng7.wav,ceng,7
jyutping-wong/ceoi1.wav,ceoi,1
jyutping-wong/ceoi2.wav,ceoi,2
jyutping-wong/ceoi3.wav,ceoi,3
jyutping-wong/ceoi4.wav,ceoi,4
jyutping-wong/ceoi5.wav,ceoi,5
jyutping-wong/ceoi6.wav,ceoi,6
jyutping-wong/ceoi7.wav,ceoi,7
jyutping-wong/ceon1.wav,ceon,1
jyutping-wong/ceon2.wav,ceon,2
jyutping-wong/ceon3.wav,ceon,3
jyutping-wong/ceon4.wav,ceon,4
jyutping-wong/ceon5.wav,ceon,5
jyutping-wong/ceon6.wav,ceon,6
jyutping-wong/ceon7.wav,ceon,7
jyutping-wong/ceot1.wav,ceot,1
jyutping-wong/ceot2.wav,ceot,2
jyutping-wong/ceot3.wav,ceot,3
jyutping-wong/ceot4.wav,ceot,4
jyutping-wong/ceot5.wav,ceot,5
jyutping-wong/ceot6.wav,ceot,6
jyutping-wong/ceot7.wav,ceot,7
jyutping-wong/ci1.wav,ci,1
jyutping-wong/ci2.wav,ci,2
jyutping-wong/ci3.wav,ci,3
jyutping-wong/ci4.wav,ci,4
jyutping-wong/ci5.wav,ci,5
jyutping-wong/ci6.wav,ci,6
jyutping-wong/ci7.wav,ci,7
jyutping-wong/cik1.wav,cik,1
jyutping-wong/cik2.wav,cik,2
jyutping-wong/cik3.wav,cik,3
jyutping-wong/cik4.wav,cik,4
jyutping-wong/cik5.wav,cik,5
jyutping-wong/cik6.wav,cik,6
jyutping-wong/cik7.wav,cik,7
jyutping-wong/cim1.wav,cim,1
jyutping-wong/cim2.wav,cim,2
jyutping-wong/cim3.wav,cim,3
jyutping-wong/cim4.wav,cim,4
jyutping-wong/cim5.wav,cim,5
jyutping-wong/cim6.wav,cim,6
jyutping-wong/cim7.wav,cim,7
jyutping-wong/cin1.wav,cin,1
jyutping-wong/cin2.wav,cin,2
jyutping-wong/cin3.wav,cin,3
jyutping-wong/cin4.wav,cin,4
jyutping-wong/cin5.wav,cin,5
jyutping-wong/cin6.wav,cin,6
jyutping-wong/cin7.wav,cin,7
jyutping-wong/cing1.wav,cing,1
jyutping-wong/cing2.wav,cing,2
jyutping-wong/cing3.wav,cing,3
jyutping-wong/cing4.wav,cing,4
jyutping-wong/cing5.wav,cing,5
jyutping-wong/cing6.wav,cing,6
jyutping-wong/cing7.wav,cing,7
jyutping-wong/cip1.wav,cip,1
jyutping-wong/cip2.wav,cip,2
jyutping-wong/cip3.wav,cip,3
jyutping-wong/cip4.wav,cip,4
jyutping-wong/cip5.wav,cip,5
jyutping-wong/cip6.wav,cip,6
jyutping-wong/cip7.wav,cip,7
jyutping-wong/cit1.wav,cit,1
jyutping-wong/cit2.wav,cit,2
jyutping-wong/cit3.wav,cit,3
jyutping-wong/cit4.wav,cit,4
jyutping-wong/cit5.wav,cit,5
jyutping-wong/cit6.wav,cit,6
jyutping-wong/cit7.wav,cit,7
jyutping-wong/ciu1.wav,ciu,1
jyutping-wong/ciu2.wav,ciu,2
jyutping-wong/ciu3.wav,ciu,3
jyutping-wong/ciu4.wav,ciu,4
jyutping-wong/ciu5.wav,ciu,5
jyutping-wong/ciu6.wav,ciu,6
jyutping-wong/ciu7.wav,ciu,7
jyutping-wong/co1.wav,co,1
jyutping-wong/co2.wav,co,2
jyutping-wong/co3.wav,co,3
jyutping-wong/co4.wav,co,4
jyutping-wong/co5.wav,co,5
jyutping-wong/co6.wav,co,6
jyutping-wong/co7.wav,co,7
jyutping-wong/coei1.wav,coei,1
jyutping-wong/coei2.wav,coei,2
jyutping-wong/coei3.wav,coei,3
jyutping-wong/coei4.wav,coei,4
jyutping-wong/coei5.wav,coei,5
jyutping-wong/coei6.wav,coei,6
jyutping-wong/coei7.wav,coei,7
jyutping-wong/coek1.wav,coek,1
jyutping-wong/coek2.wav,coek,2
jyutping-wong/coek3.wav,coek,3
jyutping-wong/coek4.wav,coek,4
jyutping-wong/coek5.wav,coek,5
jyutping-wong/coek6.wav,coek,6
jyutping-wong/coek7.wav,coek,7
jyutping-wong/coeng1.wav,coeng,1
jyutping-wong/coeng2.wav,coeng,2
jyutping-wong/coeng3.wav,coeng,3
jyutping-wong/coeng4.wav,coeng,4
jyutping-wong/coeng5.wav,coeng,5
jyutping-wong/coeng6.wav,coeng,6
jyutping-wong/coeng7.wav,coeng,7
jyutping-wong/coi1.wav,coi,1
jyutping-wong/coi2.wav,coi,2
jyutping-wong/coi3.wav,coi,3
jyutping-wong/coi4.wav,coi,4
jyutping-wong/coi5.wav,coi,5
jyutping-wong/coi6.wav,coi,6
jyutping-wong/coi7.wav,coi,7
jyutping-wong/cok1.wav,cok,1
jyutping-wong/cok2.wav,cok,2
jyutping-wong/cok3.wav,cok,3
jyutping-wong/cok4.wav,cok,4
jyutping-wong/cok5.wav,cok,5
jyutping-wong/cok6.wav,cok,6
jyutping-wong/cok7.wav,cok,7
jyutping-wong/cong1.wav,cong,1
jyutping-wong/cong2.wav,cong,2
jyutping-wong/cong3.wav,cong,3
jyutping-wong/cong4.wav,cong,4
jyutping-wong/cong5.wav,cong,5
jyutping-wong/cong6.wav,cong,6
jyutping-wong/cong7.wav,cong,7
jyutping-wong/cou1.wav,cou,1
jyutping-wong/cou2.wav,cou,2
jyutping-wong/cou3.wav,cou,3
jyutping-wong/cou4.wav,cou,4
jyutping-wong/cou5.wav,cou,5
jyutping-wong/cou6.wav,cou,6
jyutping-wong/cou7.wav,cou,7
jyutping-wong/cuk1.wav,cuk,1
jyutping-wong/cuk2.wav,cuk,2
jyutping-wong/cuk3.wav,cuk,3
jyutping-wong/cuk4.wav,cuk,4
jyutping-wong/cuk5.wav,cuk,5
jyutping-wong/cuk6.wav,cuk,6
jyutping-wong/cuk7.wav,cuk,7
jyutping-wong/cun1.wav,cun,1
jyutping-wong/cun2.wav,cun,2
jyutping-wong/cun3.wav,cun,3
jyutping-wong/cun4.wav,cun,4
jyutping-wong/cun5.wav,cun,5
jyutping-wong/cun6.wav,cun,6
jyutping-wong/cun7.wav,cun,7
jyutping-wong/cung1.wav,cung,1
jyutping-wong/cung2.wav,cung,2
jyutping-wong/cung3.wav,cung,3
jyutping-wong/cung4.wav,cung,4
jyutping-wong/cung5.wav,cung,5
jyutping-wong/cung6.wav,cung,6
jyutping-wong/cung7.wav,cung,7
jyutping-wong/cyu1.wav,cyu,1
jyutping-wong/cyu2.wav,cyu,2
jyutping-wong/cyu3.wav,cyu,3
jyutping-wong/cyu4.wav,cyu,4
jyutping-wong/cyu5.wav,cyu,5
jyutping-wong/cyu6.wav,cyu,6
jyutping-wong/cyu7.wav,cyu,7
jyutping-wong/cyun1.wav,cyun,1
jyutping-wong/cyun2.wav,cyun,2
jyutping-wong/cyun3.wav,cyun,3
jyutping-wong/cyun4.wav,cyun,4
jyutping-wong/cyun5.wav,cyun,5
jyutping-wong/cyun6.wav,cyun,6
jyutping-wong/cyun7.wav,cyun,7
jyutping-wong/cyut1.wav,cyut,1
jyutping-wong/cyut2.wav,cyut,2
jyutping-wong/cyut3.wav,cyut,3
jyutping-wong/cyut4.wav,cyut,4
jyutping-wong/cyut5.wav,cyut,5
jyutping-wong/cyut6.wav,cyut,6
jyutping-wong/cyut7.wav,cyut,7
jyutping-wong/daa1.wav,daa,1
jyutping-wong/daa2.wav,daa,2
jyutping-wong/daa3.wav,daa,3
jyutping-wong/daa4.wav,daa,4
jyutping-wong/daa5.wav,daa,5
jyutping-wong/daa6.wav,daa,6
jyutping-wong/daa7.wav,daa,7
jyutping-wong/daai1.wav,daai,1
jyutping-wong/daai2.wav,daai,2
jyutping-wong/daai3.wav,daai,3
jyutping-wong/daai4.wav,daai,4
jyutping-wong/daai5.wav,daai,5
jyutping-wong/daai6.wav,daai,6
jyutping-wong/daai7.wav,daai,7
jyutping-wong/daak1.wav,daak,1
jyutping-wong/daak2.wav,daak,2
jyutping-wong/daak3.wav,daak,3
jyutping-wong/daak4.wav,daak,4
jyutping-wong/daak5.wav,daak,5
jyutping-wong/daak6.wav,daak,6
jyutping-wong/daak7.wav,daak,7
jyutping-wong/daam1.wav,daam,1
jyutping-wong/daam2.wav,daam,2
jyutping-wong/daam3.wav,daam,3
jyutping-wong/daam4.wav,daam,4
jyutping-wong/daam5.wav,daam,5
jyutping-wong/daam6.wav,daam,6
jyutping-wong/daam7.wav,daam,7
jyutping-wong/daan1.wav,daan,1
jyutping-wong/daan2.wav,daan,2
jyutping-wong/daan3.wav,daan,3
